year,business_id,personal_id,education_level,age,tenure,firm_entry_year,firm_exit_year,first_year_treatment,treatment,base_income
2015,173,1465,high,36,12,2010,2020,2014,1,58983.758891398174
2016,173,1465,high,37,13,2010,2020,2014,1,59895.42400308381
2017,173,1465,high,38,14,2010,2020,2014,1,60904.45856045415
2018,173,1465,high,39,15,2010,2020,2014,1,61560.57002269983
2019,173,1465,high,40,16,2010,2020,2014,1,62487.53655603724
2020,173,1465,high,41,17,2010,2020,2014,1,63532.557953087475
2010,173,1466,low,39,8,2010,2020,2014,0,41380.123069354166
2011,173,1466,low,40,9,2010,2020,2014,0,42389.28523233727
2012,173,1466,low,41,10,2010,2020,2014,0,43447.84597999849
2013,173,1466,low,42,11,2010,2020,2014,0,44239.12708865311
2014,173,1466,low,43,12,2010,2020,2014,1,52012.5569893153
2015,173,1466,low,44,13,2010,2020,2014,1,53068.90976305472
2016,173,1466,low,45,14,2010,2020,2014,1,53909.511638994074
2017,173,1466,low,46,15,2010,2020,2014,1,54779.77090949623
2018,173,1466,low,47,16,2010,2020,2014,1,56105.64580743768
2019,173,1466,low,48,17,2010,2020,2014,1,56707.48278843814
2020,173,1466,low,49,18,2010,2020,2014,1,57521.65379546741
2010,173,1467,high,47,4,2010,2020,2014,0,52439.83055138569
2011,173,1467,high,48,5,2010,2020,2014,0,53220.90132588999
2012,173,1467,high,49,6,2010,2020,2014,0,54098.1864230745
2013,173,1467,high,50,7,2010,2020,2014,0,55079.94460040548
2014,173,1467,high,51,8,2010,2020,2014,1,63000.86900801902
2015,173,1467,high,52,9,2010,2020,2014,1,63942.57446007026
2016,173,1467,high,53,10,2010,2020,2014,1,64892.36655802424
2017,173,1467,high,54,11,2010,2020,2014,1,65768.75055205126
2018,173,1467,high,55,12,2010,2020,2014,1,66635.6570113764
2019,173,1467,high,56,13,2010,2020,2014,1,67545.92674586727
2020,173,1467,high,57,14,2010,2020,2014,1,68468.4700008269
2010,173,1468,medium,38,7,2010,2020,2014,0,45020.98259885273
2011,173,1468,medium,39,8,2010,2020,2014,0,45691.4599363061
2012,173,1468,medium,40,9,2010,2020,2014,0,46799.76448118634
2013,173,1468,medium,41,10,2010,2020,2014,0,47787.69771255488
2014,173,1468,medium,42,11,2010,2020,2014,1,55469.7180827083
2015,173,1468,medium,43,12,2010,2020,2014,1,56410.79448397485
2016,173,1468,medium,44,13,2010,2020,2014,1,57343.989705818356
2017,173,1468,medium,45,14,2010,2020,2014,1,58269.010406145055
2018,173,1468,medium,46,15,2010,2020,2014,1,59094.489872538084
2019,173,1468,medium,47,16,2010,2020,2014,1,60055.726211434034
2020,173,1468,medium,48,17,2010,2020,2014,1,61001.32522896942
2010,173,1469,high,47,4,2010,2020,2014,0,52148.97257324017
2011,173,1469,high,48,5,2010,2020,2014,0,53257.47768466215
2012,173,1469,high,49,6,2010,2020,2014,0,54111.742254595396
2013,173,1469,high,50,7,2010,2020,2014,0,54879.31204323926
2014,173,1469,high,51,8,2010,2020,2014,1,63006.419968805894
2015,173,1469,high,52,9,2010,2020,2014,1,63881.12916502664
2016,173,1469,high,53,10,2010,2020,2014,1,64766.492924878636
2017,173,1469,high,54,11,2010,2020,2014,1,65711.04853015108
2018,173,1469,high,55,12,2010,2020,2014,1,66582.12499236908
2019,173,1469,high,56,13,2010,2020,2014,1,67376.21016648816
2020,173,1469,high,57,14,2010,2020,2014,1,68422.29828113772
2010,173,1470,high,43,8,2010,2020,2014,0,52039.42375132117
2011,173,1470,high,44,9,2010,2020,2014,0,52741.419258649345
2012,173,1470,high,45,10,2010,2020,2014,0,53838.05145741965
2013,173,1470,high,46,11,2010,2020,2014,0,54621.646012192505
2014,173,1470,high,47,12,2010,2020,2014,1,62611.28210444429
2015,173,1470,high,48,13,2010,2020,2014,1,63465.195187794365
2016,173,1470,high,49,14,2010,2020,2014,1,64332.79759529853
2017,173,1470,high,50,15,2010,2020,2014,1,65303.92101339846
2018,173,1470,high,51,16,2010,2020,2014,1,66116.68656698421
2019,173,1470,high,52,17,2010,2020,2014,1,67158.02927581215
2020,173,1470,high,53,18,2010,2020,2014,1,68074.47311674304
2010,173,1471,high,46,4,2010,2020,2014,0,51945.29261434784
2011,173,1471,high,47,5,2010,2020,2014,0,52883.27720306511
2012,173,1471,high,48,6,2010,2020,2014,0,53762.58553589921
2013,173,1471,high,49,7,2010,2020,2014,0,54737.5255256744
2014,173,1471,high,50,8,2010,2020,2014,1,62731.00562153732
2015,173,1471,high,51,9,2010,2020,2014,1,63333.24310240518
2016,173,1471,high,52,10,2010,2020,2014,1,64258.16970918261
2017,173,1471,high,53,11,2010,2020,2014,1,65291.64743238143
2018,173,1471,high,54,12,2010,2020,2014,1,66218.59302950572
2019,173,1471,high,55,13,2010,2020,2014,1,67005.87068638635
2020,173,1471,high,56,14,2010,2020,2014,1,68018.07402153284
2010,173,1472,medium,48,5,2010,2020,2014,0,47875.904333294384
2011,173,1472,medium,49,6,2010,2020,2014,0,48805.32225703639
2012,173,1472,medium,50,7,2010,2020,2014,0,49876.96292205834
2013,173,1472,medium,51,8,2010,2020,2014,0,50615.68668869403
2014,173,1472,medium,52,9,2010,2020,2014,1,58513.92751800414
2015,173,1472,medium,53,10,2010,2020,2014,1,59463.17618760004
2016,173,1472,medium,54,11,2010,2020,2014,1,60459.22907020248
2017,173,1472,medium,55,12,2010,2020,2014,1,61245.697767703576
2018,173,1472,medium,56,13,2010,2020,2014,1,62094.17589435666
2019,173,1472,medium,57,14,2010,2020,2014,1,63107.91253871425
2020,173,1472,medium,58,15,2010,2020,2014,1,64031.27356647019
2010,173,1473,medium,44,7,2010,2020,2014,0,47164.46614595996
2011,173,1473,medium,45,8,2010,2020,2014,0,47946.433734637816
2012,173,1473,medium,46,9,2010,2020,2014,0,48897.51751568941
2013,173,1473,medium,47,10,2010,2020,2014,0,49829.0391610186
2014,173,1473,medium,48,11,2010,2020,2014,1,57668.1862913255
2015,173,1473,medium,49,12,2010,2020,2014,1,58681.944133567114
2016,173,1473,medium,50,13,2010,2020,2014,1,59515.13841605059
2017,173,1473,medium,51,14,2010,2020,2014,1,60538.28657496404
2018,173,1473,medium,52,15,2010,2020,2014,1,61341.771052456024
2019,173,1473,medium,53,16,2010,2020,2014,1,61957.32904034191
2020,173,1473,medium,54,17,2010,2020,2014,1,63010.162786292225
2010,173,1474,low,48,4,2010,2020,2014,0,43538.21548502431
2011,173,1474,low,49,5,2010,2020,2014,0,44536.11793651777
2012,173,1474,low,50,6,2010,2020,2014,0,45462.86378706681
2013,173,1474,low,51,7,2010,2020,2014,0,46486.87260250438
2014,173,1474,low,52,8,2010,2020,2014,1,54256.034414486654
2015,173,1474,low,53,9,2010,2020,2014,1,55339.420825461486
2016,173,1474,low,54,10,2010,2020,2014,1,56033.14688235746
2017,173,1474,low,55,11,2010,2020,2014,1,56971.15217971161
2018,173,1474,low,56,12,2010,2020,2014,1,57776.028980002964
2019,173,1474,low,57,13,2010,2020,2014,1,58944.45480754794
2020,173,1474,low,58,14,2010,2020,2014,1,59857.83366953387
2010,173,1475,medium,42,6,2010,2020,2014,0,46086.78751248858
2011,173,1475,medium,43,7,2010,2020,2014,0,46851.93342213033
2012,173,1475,medium,44,8,2010,2020,2014,0,47879.18128562188
2013,173,1475,medium,45,9,2010,2020,2014,0,48823.21547681635
2014,173,1475,medium,46,10,2010,2020,2014,1,56636.51376233584
2015,173,1475,medium,47,11,2010,2020,2014,1,57835.085202623464
2016,173,1475,medium,48,12,2010,2020,2014,1,58682.53414656306
2017,173,1475,medium,49,13,2010,2020,2014,1,59225.11787605213
2018,173,1475,medium,50,14,2010,2020,2014,1,60184.61963067641
2019,173,1475,medium,51,15,2010,2020,2014,1,61245.87228452021
2020,173,1475,medium,52,16,2010,2020,2014,1,61992.81216399273
2010,173,1476,low,34,4,2010,2020,2014,0,38818.290515945824
2011,173,1476,low,35,5,2010,2020,2014,0,39701.07043267162
2012,173,1476,low,36,6,2010,2020,2014,0,40596.04321742021
2013,173,1476,low,37,7,2010,2020,2014,0,41601.8799980153
2014,173,1476,low,38,8,2010,2020,2014,1,49580.74193794226
2015,173,1476,low,39,9,2010,2020,2014,1,50339.60775279686
2016,173,1476,low,40,10,2010,2020,2014,1,51078.79207048904
2017,173,1476,low,41,11,2010,2020,2014,1,52114.388562665175
2018,173,1476,low,42,12,2010,2020,2014,1,52941.58489401989
2019,173,1476,low,43,13,2010,2020,2014,1,54099.22734717416
2020,173,1476,low,44,14,2010,2020,2014,1,54869.316151780295
2010,173,1477,medium,33,7,2010,2020,2014,0,43240.251944324424
2011,173,1477,medium,34,8,2010,2020,2014,0,44164.960591350035
2012,173,1477,medium,35,9,2010,2020,2014,0,44996.163669309404
2013,173,1477,medium,36,10,2010,2020,2014,0,46025.20550915581
2014,173,1477,medium,37,11,2010,2020,2014,1,53742.911099978075
2015,173,1477,medium,38,12,2010,2020,2014,1,54796.003760567175
2016,173,1477,medium,39,13,2010,2020,2014,1,55759.20027369828
2017,173,1477,medium,40,14,2010,2020,2014,1,56418.60513781499
2018,173,1477,medium,41,15,2010,2020,2014,1,57433.7656797694
2019,173,1477,medium,42,16,2010,2020,2014,1,58341.655376162904
2020,173,1477,medium,43,17,2010,2020,2014,1,59092.548524839665
2010,173,1478,medium,49,8,2010,2020,2014,0,48913.10185142901
2011,173,1478,medium,50,9,2010,2020,2014,0,49858.400213044384
2012,173,1478,medium,51,10,2010,2020,2014,0,50844.7924836057
2013,173,1478,medium,52,11,2010,2020,2014,0,51791.88669269168
2014,173,1478,medium,53,12,2010,2020,2014,1,59613.037876762
2015,173,1478,medium,54,13,2010,2020,2014,1,60743.06420024625
2016,173,1478,medium,55,14,2010,2020,2014,1,61552.61759668604
2017,173,1478,medium,56,15,2010,2020,2014,1,62395.26791761601
2018,173,1478,medium,57,16,2010,2020,2014,1,63206.955266132354
2019,173,1478,medium,58,17,2010,2020,2014,1,64156.983160829426
2020,173,1478,medium,59,18,2010,2020,2014,1,65160.15546500566
2010,173,1479,high,32,8,2010,2020,2014,0,48192.001380554226
2011,173,1479,high,33,9,2010,2020,2014,0,49090.91983490293
2012,173,1479,high,34,10,2010,2020,2014,0,49869.63342210868
2013,173,1479,high,35,11,2010,2020,2014,0,50747.71058377067
2014,173,1479,high,36,12,2010,2020,2014,1,58557.26250329249
2015,173,1479,high,37,13,2010,2020,2014,1,59652.8545093789
2016,173,1479,high,38,14,2010,2020,2014,1,60348.14762047706
2017,173,1479,high,39,15,2010,2020,2014,1,61398.448963018665
2018,173,1479,high,40,16,2010,2020,2014,1,62257.97369453089
2019,173,1479,high,41,17,2010,2020,2014,1,63222.246486234246
2020,173,1479,high,42,18,2010,2020,2014,1,64216.5553450493
2010,173,1480,medium,50,7,2010,2020,2014,0,49285.365060788055
2011,173,1480,medium,51,8,2010,2020,2014,0,50120.23857243546
2012,173,1480,medium,52,9,2010,2020,2014,0,50873.57465950742
2013,173,1480,medium,53,10,2010,2020,2014,0,51847.76661822818
2014,173,1480,medium,54,11,2010,2020,2014,1,59662.62359072525
2015,173,1480,medium,55,12,2010,2020,2014,1,60584.578788426166
2016,173,1480,medium,56,13,2010,2020,2014,1,61598.241822472475
2017,173,1480,medium,57,14,2010,2020,2014,1,62352.57904261109
2018,173,1480,medium,58,15,2010,2020,2014,1,63304.55934876085
2019,173,1480,medium,59,16,2010,2020,2014,1,64143.02142979215
2020,173,1480,medium,60,17,2010,2020,2014,1,65215.82972252039
2012,174,1481,high,36,7,2012,2017,2014,0,49813.9450973828
2013,174,1481,high,37,8,2012,2017,2014,0,50528.36510439741
2014,174,1481,high,38,9,2012,2017,2014,1,58813.36409904036
2015,174,1481,high,39,10,2012,2017,2014,1,59651.33771216457
2016,174,1481,high,40,11,2012,2017,2014,1,60248.469510036324
2017,174,1481,high,41,12,2012,2017,2014,1,61423.48312768652
2012,174,1482,low,43,7,2012,2017,2014,0,43452.269697351585
2013,174,1482,low,44,8,2012,2017,2014,0,44181.354005698384
2014,174,1482,low,45,9,2012,2017,2014,1,52114.903112634405
2015,174,1482,low,46,10,2012,2017,2014,1,52968.12838912079
2016,174,1482,low,47,11,2012,2017,2014,1,53951.97392453657
2017,174,1482,low,48,12,2012,2017,2014,1,54903.31737607435
2012,174,1483,high,28,10,2012,2017,2014,0,47680.89068378004
2013,174,1483,high,29,11,2012,2017,2014,0,48629.383779317795
2014,174,1483,high,30,12,2012,2017,2014,1,56610.16470829485
2015,174,1483,high,31,13,2012,2017,2014,1,57531.02185252548
2016,174,1483,high,32,14,2012,2017,2014,1,58440.74562961758
2017,174,1483,high,33,15,2012,2017,2014,1,59280.74797689291
2012,174,1484,high,32,10,2012,2017,2014,0,49111.79407279605
2013,174,1484,high,33,11,2012,2017,2014,0,50198.52620705039
2014,174,1484,high,34,12,2012,2017,2014,1,57877.835213970626
2015,174,1484,high,35,13,2012,2017,2014,1,58850.772362660195
2016,174,1484,high,36,14,2012,2017,2014,1,59801.78129226808
2017,174,1484,high,37,15,2012,2017,2014,1,60748.5138999332
2012,174,1485,medium,52,9,2012,2017,2014,0,50920.812947882005
2013,174,1485,medium,53,10,2012,2017,2014,0,51925.30755658321
2014,174,1485,medium,54,11,2012,2017,2014,1,59875.078869536286
2015,174,1485,medium,55,12,2012,2017,2014,1,60587.717362544674
2016,174,1485,medium,56,13,2012,2017,2014,1,61589.157170388506
2017,174,1485,medium,57,14,2012,2017,2014,1,62474.617043036254
2012,174,1486,medium,31,7,2012,2017,2014,0,43065.89977818554
2013,174,1486,medium,32,8,2012,2017,2014,0,43809.37793184069
2014,174,1486,medium,33,9,2012,2017,2014,1,51935.418909321495
2015,174,1486,medium,34,10,2012,2017,2014,1,52846.40646677052
2016,174,1486,medium,35,11,2012,2017,2014,1,53808.728134562094
2017,174,1486,medium,36,12,2012,2017,2014,1,54566.49603836382
2012,174,1487,medium,54,10,2012,2017,2014,0,51833.29347174702
2013,174,1487,medium,55,11,2012,2017,2014,0,52708.54350800074
2014,174,1487,medium,56,12,2012,2017,2014,1,60400.17928415096
2015,174,1487,medium,57,13,2012,2017,2014,1,61559.52829488177
2016,174,1487,medium,58,14,2012,2017,2014,1,62776.6497489124
2017,174,1487,medium,59,15,2012,2017,2014,1,63527.09411935773
2012,174,1488,low,35,7,2012,2017,2014,0,40400.78152723609
2013,174,1488,low,36,8,2012,2017,2014,0,41348.53146165752
2014,174,1488,low,37,9,2012,2017,2014,1,49247.89707231681
2015,174,1488,low,38,10,2012,2017,2014,1,50339.853224467806
2016,174,1488,low,39,11,2012,2017,2014,1,51322.45343387712
2017,174,1488,low,40,12,2012,2017,2014,1,52008.979608698995
2012,174,1489,medium,31,10,2012,2017,2014,0,43876.36693446827
2013,174,1489,medium,32,11,2012,2017,2014,0,44802.03926245593
2014,174,1489,medium,33,12,2012,2017,2014,1,52648.41448661124
2015,174,1489,medium,34,13,2012,2017,2014,1,53578.198424269445
2016,174,1489,medium,35,14,2012,2017,2014,1,54454.817330375314
2017,174,1489,medium,36,15,2012,2017,2014,1,55397.79699775992
2012,174,1490,medium,44,6,2012,2017,2014,0,47199.826386864595
2013,174,1490,medium,45,7,2012,2017,2014,0,48252.05195445696
2014,174,1490,medium,46,8,2012,2017,2014,1,56081.660582557044
2015,174,1490,medium,47,9,2012,2017,2014,1,57169.009479760265
2016,174,1490,medium,48,10,2012,2017,2014,1,57921.43927188755
2017,174,1490,medium,49,11,2012,2017,2014,1,58743.51050809642
2012,174,1491,low,52,8,2012,2017,2014,0,46521.161107279564
2013,174,1491,low,53,9,2012,2017,2014,0,47644.93766390248
2014,174,1491,low,54,10,2012,2017,2014,1,55407.12434403114
2015,174,1491,low,55,11,2012,2017,2014,1,56386.181950666774
2016,174,1491,low,56,12,2012,2017,2014,1,57458.28800453236
2017,174,1491,low,57,13,2012,2017,2014,1,58237.51823124511
2012,174,1492,medium,46,6,2012,2017,2014,0,48048.98749506362
2013,174,1492,medium,47,7,2012,2017,2014,0,48882.483800387214
2014,174,1492,medium,48,8,2012,2017,2014,1,56943.49714726736
2015,174,1492,medium,49,9,2012,2017,2014,1,57787.08972915263
2016,174,1492,medium,50,10,2012,2017,2014,1,58757.85853082126
2017,174,1492,medium,51,11,2012,2017,2014,1,59361.63787399493
2012,174,1493,low,35,10,2012,2017,2014,0,41363.74539079238
2013,174,1493,low,36,11,2012,2017,2014,0,41978.71923869033
2014,174,1493,low,37,12,2012,2017,2014,1,50001.58394947314
2015,174,1493,low,38,13,2012,2017,2014,1,51088.99850432724
2016,174,1493,low,39,14,2012,2017,2014,1,51626.63947540044
2017,174,1493,low,40,15,2012,2017,2014,1,52741.31961979324
2012,174,1494,low,43,8,2012,2017,2014,0,43522.5237023909
2013,174,1494,low,44,9,2012,2017,2014,0,44447.123962448975
2014,174,1494,low,45,10,2012,2017,2014,1,52385.62005887321
2015,174,1494,low,46,11,2012,2017,2014,1,53251.507703878284
2016,174,1494,low,47,12,2012,2017,2014,1,54015.99960049754
2017,174,1494,low,48,13,2012,2017,2014,1,55059.73057519029
2012,174,1495,low,53,8,2012,2017,2014,0,47048.16933752932
2013,174,1495,low,54,9,2012,2017,2014,0,47943.978612038525
2014,174,1495,low,55,10,2012,2017,2014,1,56058.600518552215
2015,174,1495,low,56,11,2012,2017,2014,1,56883.742625380044
2016,174,1495,low,57,12,2012,2017,2014,1,57832.71567575793
2017,174,1495,low,58,13,2012,2017,2014,1,58584.409443166434
2012,174,1496,high,43,10,2012,2017,2014,0,53228.53391366968
2013,174,1496,high,44,11,2012,2017,2014,0,53864.399896472554
2014,174,1496,high,45,12,2012,2017,2014,1,61814.07634496523
2015,174,1496,high,46,13,2012,2017,2014,1,62691.985473478446
2016,174,1496,high,47,14,2012,2017,2014,1,63600.410184370405
2017,174,1496,high,48,15,2012,2017,2014,1,64554.13014178649
2012,174,1497,medium,38,10,2012,2017,2014,0,46320.396560091125
2013,174,1497,medium,39,11,2012,2017,2014,0,47243.09912192784
2014,174,1497,medium,40,12,2012,2017,2014,1,55274.46550619087
2015,174,1497,medium,41,13,2012,2017,2014,1,55847.5368680279
2016,174,1497,medium,42,14,2012,2017,2014,1,56779.475283550106
2017,174,1497,medium,43,15,2012,2017,2014,1,57555.808443707516
2012,174,1498,high,33,7,2012,2017,2014,0,48715.80234709379
2013,174,1498,high,34,8,2012,2017,2014,0,49655.583257863625
2014,174,1498,high,35,9,2012,2017,2014,1,57530.15775613094
2015,174,1498,high,36,10,2012,2017,2014,1,58386.10517933001
2016,174,1498,high,37,11,2012,2017,2014,1,59408.90737697141
2017,174,1498,high,38,12,2012,2017,2014,1,60261.3313678016
2012,174,1499,medium,53,10,2012,2017,2014,0,51461.52651625269
2013,174,1499,medium,54,11,2012,2017,2014,0,52465.10557569173
2014,174,1499,medium,55,12,2012,2017,2014,1,60292.68041925311
2015,174,1499,medium,56,13,2012,2017,2014,1,61365.65280859801
2016,174,1499,medium,57,14,2012,2017,2014,1,62133.637254591595
2017,174,1499,medium,58,15,2012,2017,2014,1,63015.00355844941
2012,174,1500,medium,29,9,2012,2017,2014,0,42926.15422904258
2013,174,1500,medium,30,10,2012,2017,2014,0,43599.419377838596
2014,174,1500,medium,31,11,2012,2017,2014,1,51821.35529453935
2015,174,1500,medium,32,12,2012,2017,2014,1,52678.489971974865
2016,174,1500,medium,33,13,2012,2017,2014,1,53420.69316092871
2017,174,1500,medium,34,14,2012,2017,2014,1,54286.934348945426
2011,175,1501,medium,35,9,2011,2016,2012,0,44599.00042645542
2012,175,1501,medium,36,10,2011,2016,2012,1,52459.005359811046
2013,175,1501,medium,37,11,2011,2016,2012,1,53330.326405724896
2014,175,1501,medium,38,12,2011,2016,2012,1,54255.7592019764
2015,175,1501,medium,39,13,2011,2016,2012,1,55035.288789194485
2016,175,1501,medium,40,14,2011,2016,2012,1,56163.6389863758
2011,175,1502,medium,27,8,2011,2016,2012,0,41636.344346388454
2012,175,1502,medium,28,9,2011,2016,2012,1,49678.10763920912
2013,175,1502,medium,29,10,2011,2016,2012,1,50548.70843417498
2014,175,1502,medium,30,11,2011,2016,2012,1,51276.60057211213
2015,175,1502,medium,31,12,2011,2016,2012,1,52225.23443961626
2016,175,1502,medium,32,13,2011,2016,2012,1,53260.309223355885
2011,175,1503,low,50,9,2011,2016,2012,0,45905.14974659369
2012,175,1503,low,51,10,2011,2016,2012,1,53867.058781315325
2013,175,1503,low,52,11,2011,2016,2012,1,54689.40558371529
2014,175,1503,low,53,12,2011,2016,2012,1,55653.923805481994
2015,175,1503,low,54,13,2011,2016,2012,1,56558.368981997686
2016,175,1503,low,55,14,2011,2016,2012,1,57415.107827355896
2011,175,1504,medium,28,6,2011,2016,2012,0,41606.59097871516
2012,175,1504,medium,29,7,2011,2016,2012,1,49313.56922849705
2013,175,1504,medium,30,8,2011,2016,2012,1,50311.533979039385
2014,175,1504,medium,31,9,2011,2016,2012,1,51378.35000132963
2015,175,1504,medium,32,10,2011,2016,2012,1,52131.12986174304
2016,175,1504,medium,33,11,2011,2016,2012,1,52920.34786922965
2011,175,1505,low,41,8,2011,2016,2012,0,42584.75157982269
2012,175,1505,low,42,9,2011,2016,2012,1,50693.20269751801
2013,175,1505,low,43,10,2011,2016,2012,1,51353.92272303619
2014,175,1505,low,44,11,2011,2016,2012,1,52329.362074772805
2015,175,1505,low,45,12,2011,2016,2012,1,53150.518248435365
2016,175,1505,low,46,13,2011,2016,2012,1,54077.545109836334
2011,175,1506,medium,27,5,2011,2016,2012,0,40892.17447844665
2012,175,1506,medium,28,6,2011,2016,2012,1,48698.19554625949
2013,175,1506,medium,29,7,2011,2016,2012,1,49737.395786305984
2014,175,1506,medium,30,8,2011,2016,2012,1,50477.69855385652
2015,175,1506,medium,31,9,2011,2016,2012,1,51468.75598582132
2016,175,1506,medium,32,10,2011,2016,2012,1,52591.16989388605
2011,175,1507,medium,53,8,2011,2016,2012,0,50742.80343470304
2012,175,1507,medium,54,9,2011,2016,2012,1,58557.67582956291
2013,175,1507,medium,55,10,2011,2016,2012,1,59574.08856001955
2014,175,1507,medium,56,11,2011,2016,2012,1,60394.64179890637
2015,175,1507,medium,57,12,2011,2016,2012,1,61360.86113580418
2016,175,1507,medium,58,13,2011,2016,2012,1,62132.34520260587
2011,175,1508,low,49,6,2011,2016,2012,0,44927.9675014372
2012,175,1508,low,50,7,2011,2016,2012,1,52762.463934394786
2013,175,1508,low,51,8,2011,2016,2012,1,53549.810124932585
2014,175,1508,low,52,9,2011,2016,2012,1,54585.97229251436
2015,175,1508,low,53,10,2011,2016,2012,1,55643.51775019638
2016,175,1508,low,54,11,2011,2016,2012,1,56270.412591416636
2011,175,1509,low,35,8,2011,2016,2012,0,40525.76285725975
2012,175,1509,low,36,9,2011,2016,2012,1,48391.79346606235
2013,175,1509,low,37,10,2011,2016,2012,1,49290.32987430518
2014,175,1509,low,38,11,2011,2016,2012,1,50240.02590232206
2015,175,1509,low,39,12,2011,2016,2012,1,51022.29988169961
2016,175,1509,low,40,13,2011,2016,2012,1,51965.23351598273
2011,175,1510,medium,31,9,2011,2016,2012,0,43309.82590150682
2012,175,1510,medium,32,10,2011,2016,2012,1,51114.42684113571
2013,175,1510,medium,33,11,2011,2016,2012,1,52145.879749927335
2014,175,1510,medium,34,12,2011,2016,2012,1,52963.75581789094
2015,175,1510,medium,35,13,2011,2016,2012,1,54083.02184099406
2016,175,1510,medium,36,14,2011,2016,2012,1,54749.214041812935
2011,175,1511,medium,47,9,2011,2016,2012,0,48767.96919238718
2012,175,1511,medium,48,10,2011,2016,2012,1,56912.04162316812
2013,175,1511,medium,49,11,2011,2016,2012,1,57625.57539388602
2014,175,1511,medium,50,12,2011,2016,2012,1,58478.670804394606
2015,175,1511,medium,51,13,2011,2016,2012,1,59538.75279582421
2016,175,1511,medium,52,14,2011,2016,2012,1,60533.24943599507
2011,175,1512,low,51,6,2011,2016,2012,0,45623.734776005804
2012,175,1512,low,52,7,2011,2016,2012,1,53392.82531105819
2013,175,1512,low,53,8,2011,2016,2012,1,54362.85589213694
2014,175,1512,low,54,9,2011,2016,2012,1,55221.26283603022
2015,175,1512,low,55,10,2011,2016,2012,1,56316.08549116041
2016,175,1512,low,56,11,2011,2016,2012,1,57006.26937738122
2011,175,1513,high,36,7,2011,2016,2012,0,49559.89980576248
2012,175,1513,high,37,8,2011,2016,2012,1,57466.92482617427
2013,175,1513,high,38,9,2011,2016,2012,1,58233.97829429672
2014,175,1513,high,39,10,2011,2016,2012,1,59230.70828274699
2015,175,1513,high,40,11,2011,2016,2012,1,60132.33982811341
2016,175,1513,high,41,12,2011,2016,2012,1,61187.683762281886
2011,175,1514,low,48,9,2011,2016,2012,0,45269.5140049759
2012,175,1514,low,49,10,2011,2016,2012,1,53112.16775520089
2013,175,1514,low,50,11,2011,2016,2012,1,54035.488143666385
2014,175,1514,low,51,12,2011,2016,2012,1,54943.30406660986
2015,175,1514,low,52,13,2011,2016,2012,1,55846.108625509005
2016,175,1514,low,53,14,2011,2016,2012,1,56842.74297691916
2011,175,1515,medium,32,5,2011,2016,2012,0,42747.87061296548
2012,175,1515,medium,33,6,2011,2016,2012,1,50450.92972410665
2013,175,1515,medium,34,7,2011,2016,2012,1,51556.79596745341
2014,175,1515,medium,35,8,2011,2016,2012,1,52425.134746115014
2015,175,1515,medium,36,9,2011,2016,2012,1,53244.7274915765
2016,175,1515,medium,37,10,2011,2016,2012,1,54002.603581962394
2011,175,1516,high,52,6,2011,2016,2012,0,54921.264248232685
2012,175,1516,high,53,7,2011,2016,2012,1,62764.6057517473
2013,175,1516,high,54,8,2011,2016,2012,1,63755.48823050957
2014,175,1516,high,55,9,2011,2016,2012,1,64664.66033975038
2015,175,1516,high,56,10,2011,2016,2012,1,65631.90756280592
2016,175,1516,high,57,11,2011,2016,2012,1,66293.88123027592
2011,175,1517,low,40,8,2011,2016,2012,0,42413.836724197856
2012,175,1517,low,41,9,2011,2016,2012,1,50189.52873269006
2013,175,1517,low,42,10,2011,2016,2012,1,51071.42508458989
2014,175,1517,low,43,11,2011,2016,2012,1,52091.64088123986
2015,175,1517,low,44,12,2011,2016,2012,1,52831.78376319747
2016,175,1517,low,45,13,2011,2016,2012,1,53803.36471776787
2011,175,1518,low,31,8,2011,2016,2012,0,39066.97713998343
2012,175,1518,low,32,9,2011,2016,2012,1,47034.08189056757
2013,175,1518,low,33,10,2011,2016,2012,1,47966.16069404668
2014,175,1518,low,34,11,2011,2016,2012,1,48855.89280641174
2015,175,1518,low,35,12,2011,2016,2012,1,49498.80147094317
2016,175,1518,low,36,13,2011,2016,2012,1,50508.61823639458
2011,175,1519,low,45,5,2011,2016,2012,0,43317.180217041765
2012,175,1519,low,46,6,2011,2016,2012,1,51149.81362266401
2013,175,1519,low,47,7,2011,2016,2012,1,51995.05709597925
2014,175,1519,low,48,8,2011,2016,2012,1,52950.76500985507
2015,175,1519,low,49,9,2011,2016,2012,1,53689.630522984575
2016,175,1519,low,50,10,2011,2016,2012,1,54778.64785189608
2011,175,1520,medium,52,9,2011,2016,2012,0,50687.145905395104
2012,175,1520,medium,53,10,2011,2016,2012,1,58558.52499762928
2013,175,1520,medium,54,11,2011,2016,2012,1,59432.10881578797
2014,175,1520,medium,55,12,2011,2016,2012,1,60373.1058053232
2015,175,1520,medium,56,13,2011,2016,2012,1,61222.57268597257
2016,175,1520,medium,57,14,2011,2016,2012,1,62117.61177591189
2008,176,1521,low,31,3,2008,2018,2012,0,37078.88664942841
2009,176,1521,low,32,4,2008,2018,2012,0,37641.34723563424
2010,176,1521,low,33,5,2008,2018,2012,0,38543.403120365314
2011,176,1521,low,34,6,2008,2018,2012,0,39678.15181527137
2012,176,1521,low,35,7,2008,2018,2012,1,47378.026439367364
2013,176,1521,low,36,8,2008,2018,2012,1,48199.64695805879
