,year,business_id,personal_id,education_level,age,tenure,first_year_treatment,treatment,base_income
4285,2016,124,390,medium,52,11,2013,1,42706.47190917206
4286,2017,124,390,medium,53,12,2013,1,41884.73350132477
4287,2018,124,390,medium,54,13,2013,1,43671.37716083748
4288,2019,124,390,medium,55,14,2013,1,46818.2620268091
4289,2020,124,390,medium,56,15,2013,1,45511.21246526262
4290,2010,194,391,medium,36,3,2013,0,31917.216746466886
4291,2011,194,391,medium,37,4,2013,0,30539.381360090716
4292,2012,194,391,medium,38,5,2013,0,28931.88667015133
4293,2013,194,391,medium,39,6,2013,1,36983.06357891919
4294,2014,194,391,medium,40,7,2013,1,40313.21630972783
4295,2015,194,391,medium,41,8,2013,1,35345.664286820705
4296,2016,194,391,medium,42,9,2013,1,36789.82126364661
4297,2017,194,391,medium,43,10,2013,1,39652.53547246814
4298,2018,194,391,medium,44,11,2013,1,37930.690430305476
4299,2019,194,391,medium,45,12,2013,1,38814.95310576957
4300,2020,194,391,medium,46,13,2013,1,40052.80283654365
4301,2010,153,392,low,47,2,2017,0,29268.7651916197
4302,2011,153,392,low,48,3,2017,0,30551.756307567262
4303,2012,153,392,low,49,4,2017,0,34406.85583357462
4304,2013,153,392,low,50,5,2017,0,30885.26043553807
4305,2014,153,392,low,51,6,2017,0,30804.255731010326
4306,2015,153,392,low,52,7,2017,0,33239.95004093221
4307,2016,153,392,low,53,8,2017,0,36463.91100501969
4308,2017,153,392,low,54,9,2017,1,40106.15638400622
4309,2018,153,392,low,55,10,2017,1,40070.837843768764
4310,2019,153,392,low,56,11,2017,1,41588.717595031216
4311,2020,153,392,low,57,12,2017,1,38508.58513428069
4312,2010,157,393,high,36,9,2017,0,36089.411307550065
4313,2011,157,393,high,37,10,2017,0,36366.87006280729
4314,2012,157,393,high,38,11,2017,0,35281.38305180856
4315,2013,157,393,high,39,12,2017,0,38611.84902359283
4316,2014,157,393,high,40,13,2017,0,34845.007802093925
4317,2015,157,393,high,41,14,2017,0,39855.817986507136
4318,2016,157,393,high,42,15,2017,0,38408.9873311905
4319,2017,157,393,high,43,16,2017,1,42926.89482024365
4320,2018,157,393,high,44,17,2017,1,44060.252729263375
4321,2019,157,393,high,45,18,2017,1,44385.47046837812
4322,2020,157,393,high,46,19,2017,1,47540.565792835434
4323,2010,166,394,medium,37,2,2014,0,28846.641745057972
4324,2011,166,394,medium,38,3,2014,0,29974.961521706802
4325,2012,166,394,medium,39,4,2014,0,34072.60578414496
4326,2013,166,394,medium,40,5,2014,0,31308.93012963228
4327,2014,166,394,medium,41,6,2014,1,39801.06615466318
4328,2015,166,394,medium,42,7,2014,1,41898.87196601742
4329,2016,166,394,medium,43,8,2014,1,38196.409946116735
4330,2017,166,394,medium,44,9,2014,1,40862.72465315061
4331,2018,166,394,medium,45,10,2014,1,37692.61543732028
4332,2019,166,394,medium,46,11,2014,1,42009.466596135615
4333,2020,166,394,medium,47,12,2014,1,41398.84797197353
4334,2010,145,395,medium,49,2,2014,0,35546.07656432043
4335,2011,145,395,medium,50,3,2014,0,33808.85585592921
4336,2012,145,395,medium,51,4,2014,0,32277.833168865654
4337,2013,145,395,medium,52,5,2014,0,37106.50412949901
4338,2014,145,395,medium,53,6,2014,1,37473.19369504109
4339,2015,145,395,medium,54,7,2014,1,41465.29901551493
4340,2016,145,395,medium,55,8,2014,1,44482.36373283994
4341,2017,145,395,medium,56,9,2014,1,43483.795471746074
4342,2018,145,395,medium,57,10,2014,1,47496.685289579626
4343,2019,145,395,medium,58,11,2014,1,46150.218305163544
4344,2020,145,395,medium,59,12,2014,1,43292.20322334885
4345,2010,123,396,medium,37,8,2013,0,32254.62675970288
4346,2011,123,396,medium,38,9,2013,0,32605.258594911127
4347,2012,123,396,medium,39,10,2013,0,30035.646473307745
4348,2013,123,396,medium,40,11,2013,1,36819.2021670313
4349,2014,123,396,medium,41,12,2013,1,38078.47818604028
4350,2015,123,396,medium,42,13,2013,1,35627.55899428813
4351,2016,123,396,medium,43,14,2013,1,40294.98693650329
4352,2017,123,396,medium,44,15,2013,1,40201.85631069392
4353,2018,123,396,medium,45,16,2013,1,37854.21219737685
4354,2019,123,396,medium,46,17,2013,1,42508.42573055466
4355,2020,123,396,medium,47,18,2013,1,43631.745489381916
4356,2010,131,397,medium,43,9,2015,0,34654.068957729774
4357,2011,131,397,medium,44,10,2015,0,34051.86364958206
4358,2012,131,397,medium,45,11,2015,0,36382.88430350371
4359,2013,131,397,medium,46,12,2015,0,37060.44072095338
4360,2014,131,397,medium,47,13,2015,0,36814.80713943938
4361,2015,131,397,medium,48,14,2015,1,40050.775499130476
4362,2016,131,397,medium,49,15,2015,1,42753.20153102236
4363,2017,131,397,medium,50,16,2015,1,45090.96130165096
4364,2018,131,397,medium,51,17,2015,1,42006.741882776536
4365,2019,131,397,medium,52,18,2015,1,47895.87867826486
4366,2020,131,397,medium,53,19,2015,1,43148.73813202923
4367,2010,146,398,medium,50,7,2012,0,35964.81402668027
4368,2011,146,398,medium,51,8,2012,0,35055.02880798733
4369,2012,146,398,medium,52,9,2012,1,42346.541671840525
4370,2013,146,398,medium,53,10,2012,1,38915.55661472945
4371,2014,146,398,medium,54,11,2012,1,41807.91640236656
4372,2015,146,398,medium,55,12,2012,1,41215.757599302866
4373,2016,146,398,medium,56,13,2012,1,44170.67669578458
4374,2017,146,398,medium,57,14,2012,1,46388.89475101781
4375,2018,146,398,medium,58,15,2012,1,46192.0123742291
4376,2019,146,398,medium,59,16,2012,1,40656.681278282216
4377,2020,146,398,medium,60,17,2012,1,49984.13930585576
4378,2010,185,399,high,43,3,2017,0,36590.55988124174
4379,2011,185,399,high,44,4,2017,0,34947.001719014
4380,2012,185,399,high,45,5,2017,0,37314.25583798188
4381,2013,185,399,high,46,6,2017,0,37852.379645005385
4382,2014,185,399,high,47,7,2017,0,36666.30256609687
4383,2015,185,399,high,48,8,2017,0,38895.833334684154
4384,2016,185,399,high,49,9,2017,0,37785.05542475938
4385,2017,185,399,high,50,10,2017,1,43691.27601461996
4386,2018,185,399,high,51,11,2017,1,43627.44172848983
4387,2019,185,399,high,52,12,2017,1,42634.65742052069
4388,2020,185,399,high,53,13,2017,1,46291.67294043077
4389,2010,122,400,high,47,9,2015,0,39570.59887303268
4390,2011,122,400,high,48,10,2015,0,39929.76719215274
4391,2012,122,400,high,49,11,2015,0,41039.85050527047
4392,2013,122,400,high,50,12,2015,0,40548.680420029734
4393,2014,122,400,high,51,13,2015,0,39334.54900356619
4394,2015,122,400,high,52,14,2015,1,47579.32772886238
4395,2016,122,400,high,53,15,2015,1,43684.96492031613
4396,2017,122,400,high,54,16,2015,1,45098.65723497504
4397,2018,122,400,high,55,17,2015,1,45471.59985715351
4398,2019,122,400,high,56,18,2015,1,50060.11211827862
4399,2020,122,400,high,57,19,2015,1,50285.57702828015
4400,2010,165,401,medium,38,3,2016,0,32474.61047408999
4401,2011,165,401,medium,39,4,2016,0,34143.859730423595
4402,2012,165,401,medium,40,5,2016,0,30741.434435176023
4403,2013,165,401,medium,41,6,2016,0,33697.19023972196
4404,2014,165,401,medium,42,7,2016,0,33249.65114323367
4405,2015,165,401,medium,43,8,2016,0,35693.764207769826
4406,2016,165,401,medium,44,9,2016,1,39269.5515348956
4407,2017,165,401,medium,45,10,2016,1,39230.11422317984
4408,2018,165,401,medium,46,11,2016,1,41581.81703712198
4409,2019,165,401,medium,47,12,2016,1,42752.33833438247
4410,2020,165,401,medium,48,13,2016,1,40163.309610306394
4411,2010,126,402,medium,28,5,2017,0,28777.848657295246
4412,2011,126,402,medium,29,6,2017,0,27283.118732716695
4413,2012,126,402,medium,30,7,2017,0,24903.877965014122
4414,2013,126,402,medium,31,8,2017,0,30800.919262827458
4415,2014,126,402,medium,32,9,2017,0,32117.810712509265
4416,2015,126,402,medium,33,10,2017,0,31924.13361817345
4417,2016,126,402,medium,34,11,2017,0,28000.876564491264
4418,2017,126,402,medium,35,12,2017,1,36698.30113984705
4419,2018,126,402,medium,36,13,2017,1,33463.30447989784
4420,2019,126,402,medium,37,14,2017,1,41139.40221530837
4421,2020,126,402,medium,38,15,2017,1,36727.89083576383
4422,2010,101,403,low,37,9,2017,0,32910.80721891979
4423,2011,101,403,low,38,10,2017,0,32791.73928736829
4424,2012,101,403,low,39,11,2017,0,29598.81929492788
4425,2013,101,403,low,40,12,2017,0,29634.43009746451
4426,2014,101,403,low,41,13,2017,0,33100.740432772676
4427,2015,101,403,low,42,14,2017,0,31211.35192563386
4428,2016,101,403,low,43,15,2017,0,33604.969284316416
4429,2017,101,403,low,44,16,2017,1,37934.34481838616
4430,2018,101,403,low,45,17,2017,1,35837.68317106873
4431,2019,101,403,low,46,18,2017,1,35439.06396175108
4432,2020,101,403,low,47,19,2017,1,40853.36849698919
4433,2010,189,404,medium,32,3,2014,0,28576.88450733875
4434,2011,189,404,medium,33,4,2014,0,29093.820366171734
4435,2012,189,404,medium,34,5,2014,0,32091.72767818757
4436,2013,189,404,medium,35,6,2014,0,33546.88455326489
4437,2014,189,404,medium,36,7,2014,1,36154.91055727638
4438,2015,189,404,medium,37,8,2014,1,36518.802586180274
4439,2016,189,404,medium,38,9,2014,1,38700.28606622777
4440,2017,189,404,medium,39,10,2014,1,35486.128860600846
4441,2018,189,404,medium,40,11,2014,1,39146.306109495396
4442,2019,189,404,medium,41,12,2014,1,40303.77194364431
4443,2020,189,404,medium,42,13,2014,1,41060.46041683526
4444,2010,116,405,low,53,7,2012,0,30926.49459499507
4445,2011,116,405,low,54,8,2012,0,33777.28946038212
4446,2012,116,405,low,55,9,2012,1,39043.473494353064
4447,2013,116,405,low,56,10,2012,1,41499.773908818424
4448,2014,116,405,low,57,11,2012,1,42761.489159535966
4449,2015,116,405,low,58,12,2012,1,45293.420814891964
4450,2016,116,405,low,59,13,2012,1,41810.06903926386
4451,2017,116,405,low,60,14,2012,1,42304.85500338157
4452,2018,116,405,low,61,15,2012,1,46099.344037757495
4453,2019,116,405,low,62,16,2012,1,44893.15387706061
4454,2020,116,405,low,63,17,2012,1,47335.30302237595
4455,2010,132,406,medium,47,1,2012,0,34377.456006019675
4456,2011,132,406,medium,48,2,2012,0,31985.766762573458
4457,2012,132,406,medium,49,3,2012,1,37133.743290444385
4458,2013,132,406,medium,50,4,2012,1,37196.975501882145
4459,2014,132,406,medium,51,5,2012,1,42124.103669516946
4460,2015,132,406,medium,52,6,2012,1,43677.19364617402
4461,2016,132,406,medium,53,7,2012,1,45498.72428277276
4462,2017,132,406,medium,54,8,2012,1,43986.21066464648
4463,2018,132,406,medium,55,9,2012,1,45125.67715506997
4464,2019,132,406,medium,56,10,2012,1,42139.96733469263
4465,2020,132,406,medium,57,11,2012,1,41487.168366512284
4466,2010,108,407,high,45,4,2018,0,38500.15866483511
4467,2011,108,407,high,46,5,2018,0,38135.3615044788
4468,2012,108,407,high,47,6,2018,0,38014.888748681784
4469,2013,108,407,high,48,7,2018,0,39074.742961265976
4470,2014,108,407,high,49,8,2018,0,39446.37096491641
4471,2015,108,407,high,50,9,2018,0,41867.633719707126
4472,2016,108,407,high,51,10,2018,0,42389.971169633915
4473,2017,108,407,high,52,11,2018,0,41388.440704680695
4474,2018,108,407,high,53,12,2018,1,47491.60574512585
4475,2019,108,407,high,54,13,2018,1,47328.125104849554
4476,2020,108,407,high,55,14,2018,1,45877.660535930765
4477,2010,142,408,medium,47,4,2018,0,35913.12934982628
4478,2011,142,408,medium,48,5,2018,0,32111.009862281477
4479,2012,142,408,medium,49,6,2018,0,37507.78310459177
4480,2013,142,408,medium,50,7,2018,0,33510.954120467926
4481,2014,142,408,medium,51,8,2018,0,36971.606573589466
4482,2015,142,408,medium,52,9,2018,0,35209.69208314768
4483,2016,142,408,medium,53,10,2018,0,38506.77796614885
4484,2017,142,408,medium,54,11,2018,0,37832.14954814418
4485,2018,142,408,medium,55,12,2018,1,40210.488083673335
4486,2019,142,408,medium,56,13,2018,1,44741.39926203696
4487,2020,142,408,medium,57,14,2018,1,43244.15844633458
4488,2010,147,409,medium,43,7,2018,0,35562.29344162674
4489,2011,147,409,medium,44,8,2018,0,34302.651377468814
4490,2012,147,409,medium,45,9,2018,0,35590.84197077608
4491,2013,147,409,medium,46,10,2018,0,33384.862089969574
4492,2014,147,409,medium,47,11,2018,0,34621.33553714528
4493,2015,147,409,medium,48,12,2018,0,35382.72272779783
4494,2016,147,409,medium,49,13,2018,0,38513.40496048511
4495,2017,147,409,medium,50,14,2018,0,40654.75417561098
4496,2018,147,409,medium,51,15,2018,1,41189.656496514246
4497,2019,147,409,medium,52,16,2018,1,45453.69628931536
4498,2020,147,409,medium,53,17,2018,1,39460.645164548594
4499,2010,138,410,medium,36,8,2018,0,29511.62119781542
4500,2011,138,410,medium,37,9,2018,0,30482.44308762645
4501,2012,138,410,medium,38,10,2018,0,30194.982621118557
4502,2013,138,410,medium,39,11,2018,0,30232.82322042484
4503,2014,138,410,medium,40,12,2018,0,34725.9978242756
4504,2015,138,410,medium,41,13,2018,0,33971.86460454428
4505,2016,138,410,medium,42,14,2018,0,35658.81079521022
4506,2017,138,410,medium,43,15,2018,0,36780.945372243026
4507,2018,138,410,medium,44,16,2018,1,41431.23398634507
4508,2019,138,410,medium,45,17,2018,1,42715.526352300745
4509,2020,138,410,medium,46,18,2018,1,41760.93542751546
4510,2010,192,411,low,42,1,2016,0,27926.01322338851
4511,2011,192,411,low,43,2,2016,0,32915.62836164159
4512,2012,192,411,low,44,3,2016,0,30121.775734437746
4513,2013,192,411,low,45,4,2016,0,29928.807402475148
4514,2014,192,411,low,46,5,2016,0,31944.164248391204
4515,2015,192,411,low,47,6,2016,0,30974.378161406974
4516,2016,192,411,low,48,7,2016,1,37465.13923602113
4517,2017,192,411,low,49,8,2016,1,39488.107843126934
4518,2018,192,411,low,50,9,2016,1,39996.683478492254
4519,2019,192,411,low,51,10,2016,1,38004.339867148745
4520,2020,192,411,low,52,11,2016,1,39324.58925410251
4521,2010,141,412,medium,30,5,2016,0,31648.666009540488
4522,2011,141,412,medium,31,6,2016,0,30992.800235467883
4523,2012,141,412,medium,32,7,2016,0,34650.13007869708
4524,2013,141,412,medium,33,8,2016,0,33360.25634748305
4525,2014,141,412,medium,34,9,2016,0,33788.58613711988
4526,2015,141,412,medium,35,10,2016,0,29224.262899088397
4527,2016,141,412,medium,36,11,2016,1,39027.720703266845
4528,2017,141,412,medium,37,12,2016,1,37893.78639660618
4529,2018,141,412,medium,38,13,2016,1,37398.0363929235
4530,2019,141,412,medium,39,14,2016,1,39336.03068106506
4531,2020,141,412,medium,40,15,2016,1,41390.42306922297
4532,2010,125,413,low,42,7,2017,0,32501.663182008422
4533,2011,125,413,low,43,8,2017,0,30243.05239731588
4534,2012,125,413,low,44,9,2017,0,33984.91782718524
4535,2013,125,413,low,45,10,2017,0,31724.824915848072
4536,2014,125,413,low,46,11,2017,0,33933.366237928574
4537,2015,125,413,low,47,12,2017,0,33393.29986504573
4538,2016,125,413,low,48,13,2017,0,34062.26749652875
4539,2017,125,413,low,49,14,2017,1,41532.48595008102
4540,2018,125,413,low,50,15,2017,1,38419.6125603682
4541,2019,125,413,low,51,16,2017,1,44890.390148553866
4542,2020,125,413,low,52,17,2017,1,37857.82786141101
4543,2010,198,414,low,43,4,2013,0,30004.664633490287
4544,2011,198,414,low,44,5,2013,0,32440.42377988348
4545,2012,198,414,low,45,6,2013,0,33368.62833287062
4546,2013,198,414,low,46,7,2013,1,37499.048558856586
4547,2014,198,414,low,47,8,2013,1,38085.21859399691
4548,2015,198,414,low,48,9,2013,1,39521.100170655234
4549,2016,198,414,low,49,10,2013,1,38737.86104508464
4550,2017,198,414,low,50,11,2013,1,42486.36251586981
4551,2018,198,414,low,51,12,2013,1,41878.6982284632
4552,2019,198,414,low,52,13,2013,1,42445.64870201127
4553,2020,198,414,low,53,14,2013,1,39267.68655325917
4554,2010,149,415,medium,46,4,2014,0,33941.22315118859
4555,2011,149,415,medium,47,5,2014,0,33999.068102558595
4556,2012,149,415,medium,48,6,2014,0,33088.79724862107
4557,2013,149,415,medium,49,7,2014,0,36320.32836789153
4558,2014,149,415,medium,50,8,2014,1,40024.708484440365
4559,2015,149,415,medium,51,9,2014,1,42910.80765970048
4560,2016,149,415,medium,52,10,2014,1,39959.61687421134
4561,2017,149,415,medium,53,11,2014,1,46038.08122568364
4562,2018,149,415,medium,54,12,2014,1,41307.334682815876
4563,2019,149,415,medium,55,13,2014,1,44038.60467440087
4564,2020,149,415,medium,56,14,2014,1,45683.71862077613
4565,2010,124,416,medium,29,4,2014,0,27858.719139599776
4566,2011,124,416,medium,30,5,2014,0,31204.9372868659
4567,2012,124,416,medium,31,6,2014,0,27541.632804399167
4568,2013,124,416,medium,32,7,2014,0,33404.23539836512
4569,2014,124,416,medium,33,8,2014,1,36028.29852993152
4570,2015,124,416,medium,34,9,2014,1,35307.17718406224
4571,2016,124,416,medium,35,10,2014,1,36401.63645514513
4572,2017,124,416,medium,36,11,2014,1,39117.838538785436
4573,2018,124,416,medium,37,12,2014,1,36831.089416299124
4574,2019,124,416,medium,38,13,2014,1,37001.284621154446
4575,2020,124,416,medium,39,14,2014,1,38556.926804832525
4576,2010,123,417,medium,48,6,2018,0,32746.075774460063
4577,2011,123,417,medium,49,7,2018,0,39241.08781588363
4578,2012,123,417,medium,50,8,2018,0,34967.21081757055
4579,2013,123,417,medium,51,9,2018,0,38263.233572360805
4580,2014,123,417,medium,52,10,2018,0,37518.94016729554
4581,2015,123,417,medium,53,11,2018,0,35630.93189903606
4582,2016,123,417,medium,54,12,2018,0,38088.09058157454
4583,2017,123,417,medium,55,13,2018,0,40168.005558621495
4584,2018,123,417,medium,56,14,2018,1,43723.47732982739
4585,2019,123,417,medium,57,15,2018,1,46986.22589170206
4586,2020,123,417,medium,58,16,2018,1,47143.03078556373
4587,2010,112,418,low,33,7,2017,0,30637.82970931666
4588,2011,112,418,low,34,8,2017,0,28380.686455454008
4589,2012,112,418,low,35,9,2017,0,27640.315104437024
4590,2013,112,418,low,36,10,2017,0,29072.82478927441
4591,2014,112,418,low,37,11,2017,0,31192.481881333442
4592,2015,112,418,low,38,12,2017,0,32391.57342706471
4593,2016,112,418,low,39,13,2017,0,27456.857190479106
4594,2017,112,418,low,40,14,2017,1,37283.7735967765
4595,2018,112,418,low,41,15,2017,1,38116.17845064637
4596,2019,112,418,low,42,16,2017,1,37744.911487368896
4597,2020,112,418,low,43,17,2017,1,41382.547678031755
4598,2010,159,419,medium,51,2,2015,0,36043.56014850174
4599,2011,159,419,medium,52,3,2015,0,38320.3838161618
4600,2012,159,419,medium,53,4,2015,0,35768.078959299535
4601,2013,159,419,medium,54,5,2015,0,38574.95498501385
4602,2014,159,419,medium,55,6,2015,0,40470.13278905504
4603,2015,159,419,medium,56,7,2015,1,45323.38689854532
4604,2016,159,419,medium,57,8,2015,1,41015.716813142535
4605,2017,159,419,medium,58,9,2015,1,43192.647844915235
4606,2018,159,419,medium,59,10,2015,1,43509.67058910041
4607,2019,159,419,medium,60,11,2015,1,45678.50907015266
4608,2020,159,419,medium,61,12,2015,1,46572.70711002906
4609,2010,106,420,medium,27,5,2013,0,26922.21465194853
4610,2011,106,420,medium,28,6,2013,0,29235.677027833874
4611,2012,106,420,medium,29,7,2013,0,25560.14533568773
4612,2013,106,420,medium,30,8,2013,1,37983.89001160378
4613,2014,106,420,medium,31,9,2013,1,34575.25151864661
4614,2015,106,420,medium,32,10,2013,1,36211.727879688995
4615,2016,106,420,medium,33,11,2013,1,35980.700572023874
4616,2017,106,420,medium,34,12,2013,1,39392.055150026834
4617,2018,106,420,medium,35,13,2013,1,31924.98711720524
4618,2019,106,420,medium,36,14,2013,1,38066.77931534818
4619,2020,106,420,medium,37,15,2013,1,38388.3624850046
4620,2010,156,421,medium,52,4,2017,0,34992.727224816634
4621,2011,156,421,medium,53,5,2017,0,39852.453091271265
4622,2012,156,421,medium,54,6,2017,0,35125.341082288454
4623,2013,156,421,medium,55,7,2017,0,38943.59235447132
4624,2014,156,421,medium,56,8,2017,0,38612.505577412165
4625,2015,156,421,medium,57,9,2017,0,40923.03850507103
4626,2016,156,421,medium,58,10,2017,0,37565.62183044499
4627,2017,156,421,medium,59,11,2017,1,42934.06220175248
4628,2018,156,421,medium,60,12,2017,1,47092.1398149548
4629,2019,156,421,medium,61,13,2017,1,46250.64261666022
4630,2020,156,421,medium,62,14,2017,1,42810.125306646485
4631,2010,135,422,medium,34,3,2013,0,29221.38997107346
4632,2011,135,422,medium,35,4,2013,0,31572.76530769612
4633,2012,135,422,medium,36,5,2013,0,32975.52844309318
4634,2013,135,422,medium,37,6,2013,1,35441.53869361409
4635,2014,135,422,medium,38,7,2013,1,31471.488020366116
4636,2015,135,422,medium,39,8,2013,1,38846.44637147406
4637,2016,135,422,medium,40,9,2013,1,35859.35862011205
4638,2017,135,422,medium,41,10,2013,1,34765.32240375518
4639,2018,135,422,medium,42,11,2013,1,33635.34815003172
4640,2019,135,422,medium,43,12,2013,1,41427.961720395484
4641,2020,135,422,medium,44,13,2013,1,40557.23490080993
4642,2010,144,423,medium,43,7,2013,0,33348.6872385755
4643,2011,144,423,medium,44,8,2013,0,37078.048725925524
4644,2012,144,423,medium,45,9,2013,0,36074.64936604614
4645,2013,144,423,medium,46,10,2013,1,43532.60008544383
4646,2014,144,423,medium,47,11,2013,1,38014.529055666004
4647,2015,144,423,medium,48,12,2013,1,41230.89875209207
4648,2016,144,423,medium,49,13,2013,1,38566.573250103975
4649,2017,144,423,medium,50,14,2013,1,41841.235336289064
4650,2018,144,423,medium,51,15,2013,1,42302.768292466644
4651,2019,144,423,medium,52,16,2013,1,44553.22727452614
4652,2020,144,423,medium,53,17,2013,1,43891.127762283795
4653,2010,119,424,medium,27,6,2013,0,30046.81427655983
4654,2011,119,424,medium,28,7,2013,0,30706.88026627779
4655,2012,119,424,medium,29,8,2013,0,34109.85735476628
4656,2013,119,424,medium,30,9,2013,1,34669.40668942775
4657,2014,119,424,medium,31,10,2013,1,33917.954598667246
4658,2015,119,424,medium,32,11,2013,1,36792.16723063282
4659,2016,119,424,medium,33,12,2013,1,35195.439945720915
4660,2017,119,424,medium,34,13,2013,1,40263.92153687307
4661,2018,119,424,medium,35,14,2013,1,37233.56392210953
4662,2019,119,424,medium,36,15,2013,1,37168.84726425202
4663,2020,119,424,medium,37,16,2013,1,37857.368557697766
4664,2010,164,425,medium,53,7,2017,0,38236.83484694328
4665,2011,164,425,medium,54,8,2017,0,36984.50603353703
4666,2012,164,425,medium,55,9,2017,0,36516.66635973923
4667,2013,164,425,medium,56,10,2017,0,41630.70383524706
4668,2014,164,425,medium,57,11,2017,0,37087.6603186765
4669,2015,164,425,medium,58,12,2017,0,39371.13214806599
4670,2016,164,425,medium,59,13,2017,0,41104.61230322046
4671,2017,164,425,medium,60,14,2017,1,42037.329779165855
4672,2018,164,425,medium,61,15,2017,1,46760.52100281185
4673,2019,164,425,medium,62,16,2017,1,44189.7846490391
4674,2020,164,425,medium,63,17,2017,1,48445.565561668
4675,2010,107,426,high,53,5,2018,0,37474.697976162046
4676,2011,107,426,high,54,6,2018,0,41285.53806369772
4677,2012,107,426,high,55,7,2018,0,42611.666132589424
4678,2013,107,426,high,56,8,2018,0,42622.87305126561
4679,2014,107,426,high,57,9,2018,0,41902.633296476204
4680,2015,107,426,high,58,10,2018,0,41437.398114140604
4681,2016,107,426,high,59,11,2018,0,41247.16084733031
4682,2017,107,426,high,60,12,2018,0,45842.06938163421
4683,2018,107,426,high,61,13,2018,1,47001.009559664715
4684,2019,107,426,high,62,14,2018,1,46825.86785286001
4685,2020,107,426,high,63,15,2018,1,50730.73787006566
4686,2010,115,427,medium,46,6,2014,0,32907.72639362701
4687,2011,115,427,medium,47,7,2014,0,33099.87300506775
4688,2012,115,427,medium,48,8,2014,0,32612.79147566047
4689,2013,115,427,medium,49,9,2014,0,35034.180321078966
4690,2014,115,427,medium,50,10,2014,1,41334.56995220701
4691,2015,115,427,medium,51,11,2014,1,42486.1834553214
4692,2016,115,427,medium,52,12,2014,1,44402.61248859897
4693,2017,115,427,medium,53,13,2014,1,44053.79584733159
4694,2018,115,427,medium,54,14,2014,1,43118.25556089364
4695,2019,115,427,medium,55,15,2014,1,43603.60864724056
4696,2020,115,427,medium,56,16,2014,1,45520.314937830364
4697,2010,113,428,medium,39,5,2014,0,34745.14032585714
4698,2011,113,428,medium,40,6,2014,0,32952.6283989664
4699,2012,113,428,medium,41,7,2014,0,32261.738291579182
4700,2013,113,428,medium,42,8,2014,0,31714.26799782891
4701,2014,113,428,medium,43,9,2014,1,36309.589471175546
4702,2015,113,428,medium,44,10,2014,1,41032.53934408705
4703,2016,113,428,medium,45,11,2014,1,41355.95704727912
4704,2017,113,428,medium,46,12,2014,1,41854.727050213325
4705,2018,113,428,medium,47,13,2014,1,40942.68110729589
4706,2019,113,428,medium,48,14,2014,1,44513.8694917835
4707,2020,113,428,medium,49,15,2014,1,41231.763010830364
4708,2010,175,429,medium,25,7,2018,0,30310.53847441441
4709,2011,175,429,medium,26,8,2018,0,28822.514210020912
4710,2012,175,429,medium,27,9,2018,0,28183.298470641326
4711,2013,175,429,medium,28,10,2018,0,31085.060614635524
4712,2014,175,429,medium,29,11,2018,0,31219.272237367986
4713,2015,175,429,medium,30,12,2018,0,31613.945518533852
4714,2016,175,429,medium,31,13,2018,0,31562.556844112398
4715,2017,175,429,medium,32,14,2018,0,31824.213836566338
4716,2018,175,429,medium,33,15,2018,1,42176.743985740875
4717,2019,175,429,medium,34,16,2018,1,40268.513290392344
4718,2020,175,429,medium,35,17,2018,1,39845.653789971024
4719,2010,186,430,medium,31,2,2013,0,29423.598316406777
4720,2011,186,430,medium,32,3,2013,0,31714.31440119334
4721,2012,186,430,medium,33,4,2013,0,31235.989552782903
4722,2013,186,430,medium,34,5,2013,1,35752.40950554807
4723,2014,186,430,medium,35,6,2013,1,35592.87134946817
4724,2015,186,430,medium,36,7,2013,1,36538.16532467462
4725,2016,186,430,medium,37,8,2013,1,30859.148528243888
4726,2017,186,430,medium,38,9,2013,1,38121.20167859528
4727,2018,186,430,medium,39,10,2013,1,37223.04783977928
4728,2019,186,430,medium,40,11,2013,1,41885.339996565766
4729,2020,186,430,medium,41,12,2013,1,39238.68814162351
4730,2010,114,431,high,36,5,2015,0,31922.073160930075
4731,2011,114,431,high,37,6,2015,0,34700.239691743765
4732,2012,114,431,high,38,7,2015,0,33207.757829874994
4733,2013,114,431,high,39,8,2015,0,36746.814831424934
4734,2014,114,431,high,40,9,2015,0,36881.89472867897
4735,2015,114,431,high,41,10,2015,1,43715.67926221654
4736,2016,114,431,high,42,11,2015,1,40718.23641661087
4737,2017,114,431,high,43,12,2015,1,42868.01619245629
4738,2018,114,431,high,44,13,2015,1,40569.95640914673
4739,2019,114,431,high,45,14,2015,1,45202.98956384943
4740,2020,114,431,high,46,15,2015,1,45337.74236088024
4741,2010,191,432,medium,41,6,2012,0,33991.610042055145
4742,2011,191,432,medium,42,7,2012,0,33503.238062713885
4743,2012,191,432,medium,43,8,2012,1,39829.54578157758
4744,2013,191,432,medium,44,9,2012,1,42708.67821661719
4745,2014,191,432,medium,45,10,2012,1,39429.81148591597
4746,2015,191,432,medium,46,11,2012,1,40777.290367420166
4747,2016,191,432,medium,47,12,2012,1,38827.74740163718
4748,2017,191,432,medium,48,13,2012,1,39763.47807680334
4749,2018,191,432,medium,49,14,2012,1,42195.62658618661
4750,2019,191,432,medium,50,15,2012,1,44707.86709340382
4751,2020,191,432,medium,51,16,2012,1,42487.43835149686
4752,2010,197,433,medium,54,6,2017,0,36428.166941375755
4753,2011,197,433,medium,55,7,2017,0,36586.22951099125
4754,2012,197,433,medium,56,8,2017,0,36830.486658311354
